"","G","color_index","d_g","b_g","e_g","Dose","mu","y"
"21",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.2,0.848783174391355,0.714871564420252
"22",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.21,0.827625329170986,0.765182716294156
"23",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.22,0.805956129173122,0.740213420946375
"24",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.23,0.78389488361609,0.615758086294946
"25",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.24,0.761558083410201,0.764314004293098
"26",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.25,0.739057663010887,0.754440040870059
"27",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.26,0.716499558210813,0.691091271270274
"28",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.27,0.693982569105535,0.748643698351221
"29",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.28,0.671597523517498,0.62452337265373
"30",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.29,0.649426724680201,0.566378117491001
"31",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.3,0.627543658269254,0.655301245110644
"32",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.31,0.606012927943962,0.558783445281773
"33",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.32,0.58489038523958,0.675757700236459
"34",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.33,0.564223418586021,0.540397881071833
"35",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.34,0.544051367000367,0.580917328722123
"36",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.35,0.524406026158159,0.541562657033466
"37",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.36,0.505312217658954,0.467216429574871
"38",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.37,0.486788395978063,0.5698665869547
"39",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.38,0.468847271514673,0.499979450657808
"40",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.39,0.451496432052244,0.455567336237077
"41",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.4,0.434738948653607,0.446929474785707
"42",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.41,0.418573955395647,0.447995179057408
"43",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.42,0.402997195333813,0.406633745100355
"44",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.43,0.388001527643659,0.287637287651539
"45",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.44,0.373577393014967,0.384373020517737
"46",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.45,0.35971323609559,0.346742934746819
"47",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.46,0.346395885132683,0.352871989136342
"48",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.47,0.333610889982204,0.353596943408675
"49",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.48,0.321342820399787,0.369622499173378
"50",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.49,0.309575527033569,0.287859607002288
"51",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.5,0.298292367855429,0.339790200205255
"52",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.51,0.287476402930683,0.297295202234275
"53",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.52,0.277110560471811,0.307436072615747
"54",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.53,0.267177777078798,0.292945658345224
"55",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.54,0.257661114961434,0.276921211275489
"56",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.55,0.248543858787725,0.223924161595239
"57",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.56,0.239809594623158,0.237656561847318
"58",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.57,0.231442273230651,0.246332512220973
"59",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.58,0.223426259800053,0.203106219315658
"60",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.59,0.215746371976188,0.204347225453671
"61",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.6,0.208387907860711,0.220853797817929
"62",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.61,0.201336665479039,0.217412470121331
"63",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.62,0.194578955031447,0.203815419524359
"64",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.63,0.188101605088495,0.17215661927942
"65",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.64,0.181891963745667,0.16294860024624
"66",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.65,0.175937895620582,0.204670581665466
"67",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.66,0.170227775457899,0.17467542536804
"68",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.67,0.164750479001528,0.166213998172479
"69",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.68,0.15949537170009,0.157578736950643
"70",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.69,0.154452295728947,0.137064606318303
"71",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.7,0.149611555739461,0.159053718380182
"72",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.71,0.144963903682703,0.141850088724512
"73",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.72,0.140500522999452,0.137956103027329
"74",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.73,0.136213012420408,0.149538601134671
"75",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.74,0.132093369578997,0.143406940830691
"76",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.75,0.128133974603488,0.147273003452165
"77",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.76,0.124327573824431,0.118546159274334
"78",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.77,0.120667263707233,0.128775647948032
"79",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.78,0.117146475097362,0.134630787096588
"80",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.79,0.113758957846681,0.101799268362945
"81",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.8,0.110498765873429,0.10138499416235
"82",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.81,0.107360242694821,0.0958722010678572
"83",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.82,0.10433800746001,0.0901715800936557
"84",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.83,0.101426941501657,0.102241432989917
"85",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.84,0.0986221754166186,0.105279274151134
"86",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.85,0.0959190766798105,0.108158897854985
"87",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.86,0.093313237790061,0.103589615741201
"88",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.87,0.090800464942556,0.0821333003511911
"89",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.88,0.0883767672190738,0.10632041428735
"90",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.89,0.0860383462845537,0.0804886147728782
"91",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.9,0.0837815865764809,0.0846702782552236
"92",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.91,0.0816030459720267,0.0782290452460759
"93",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.92,0.07949944691676,0.0785326959836829
"94",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.93,0.0774676679979769,0.0789393602258721
"95",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.94,0.0755047359452276,0.0764098395528657
"96",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.95,0.0736078180403805,0.0734233487855372
"97",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.96,0.0717742149195333,0.0725541050919492
"98",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.97,0.070001353749202,0.0666844010031872
"99",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.98,0.0682867817594736,0.0649290089281001
"100",1,4,1.04774756257736,2.58864381872124,0.350274840780077,0.99,0.0666281601171551,0.0564309295672297
"101",1,4,1.04774756257736,2.58864381872124,0.350274840780077,1,0.0650232581223898,0.0625841249235264
"102",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0,1.10517134753982,1.04994246014651
"103",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.01,1.1051599025729,1.44799397456919
"104",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.02,1.10506681075327,0.964345324813081
"105",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.03,1.10479016874658,1.120058645799
"106",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.04,1.10421717635626,0.951014603599307
"107",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.05,1.10322817829593,0.952368742482287
"108",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.06,1.10169916030404,1.11552362978727
"109",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.07,1.09950390230322,0.995206691425684
"110",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.08,1.09651612954994,1.09631629516324
"111",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.09,1.09261179056875,1.04680752484381
"112",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.1,1.08767150183258,1.0229309772113
"113",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.11,1.08158314733537,0.88334279306907
"114",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.12,1.07424458367604,0.950414481392644
"115",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.13,1.06556637132113,1.08486776715233
"116",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.14,1.05547442898378,1.11711829759113
"117",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.15,1.04391249129019,0.99370780925417
"118",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.16,1.03084424158537,1.03085072397342
"119",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.17,1.01625499332302,1.13702279129837
"120",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.18,1.00015280589373,1.15504391918327
"121",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.19,0.982568943923896,0.880472888446498
"122",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.2,0.963557621795449,0.952319259040386
"123",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.21,0.943195014956839,1.06360876908547
"124",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.22,0.921577563064525,0.879289316192308
"125",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.23,0.898819633032013,0.894115923564115
"126",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.24,0.875050648496291,0.867548171038893
"127",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.25,0.850411822344668,0.778176083704608
"128",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.26,0.825052648071906,0.78916766359209
"129",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.27,0.799127312485566,0.796777752599238
"130",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.28,0.772791186732238,0.741460576989014
"131",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.29,0.746197536211089,0.834079699996264
"132",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.3,0.719494565146525,0.685706496482844
"133",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.31,0.692822881491135,0.66345264585502
"134",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.32,0.666313435652689,0.714402437556717
"135",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.33,0.64008595524652,0.575918196757074
"136",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.34,0.61424787005504,0.611753055089277
"137",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.35,0.588893698274181,0.504259595959855
"138",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.36,0.564104847807611,0.633941760312793
"139",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.37,0.539949774992988,0.525374612534901
"140",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.38,0.516484437307815,0.492877480341183
"141",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.39,0.493752975518352,0.436247660069552
"142",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.4,0.471788563407453,0.471422501618538
"143",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.41,0.450614368592772,0.415957751988433
"144",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.42,0.430244575029971,0.407892880907953
"145",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.43,0.410685425723426,0.467124145468568
"146",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.44,0.391936252247454,0.38511678183111
"147",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.45,0.373990465402562,0.335980144712125
"148",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.46,0.356836488350575,0.36270808938523
"149",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.47,0.340458619691653,0.328330180056863
"150",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.48,0.32483781908292,0.344580382575942
"151",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.49,0.309952412155829,0.357687953950252
"152",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.5,0.295778714729505,0.267827291549938
"153",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.51,0.282291578737229,0.295422204154901
"154",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.52,0.269464863997928,0.271762307004691
"155",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.53,0.257271841092962,0.28137543115618
"156",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.54,0.245685531265117,0.240104579437713
"157",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.55,0.234678989545668,0.255157368255566
"158",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.56,0.224225537327564,0.188320786940502
"159",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.57,0.214298950415143,0.253741973128042
"160",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.58,0.204873608256209,0.223379259416968
"161",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.59,0.195924609650916,0.192992695629426
"162",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.6,0.187427859772665,0.162145375179817
"163",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.61,0.179360132858299,0.191272013636265
"164",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.62,0.171699114449526,0.180199216411443
"165",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.63,0.164423426609595,0.164318958423704
"166",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.64,0.157512639108508,0.159916418223604
"167",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.65,0.150947269172285,0.142382865901375
"168",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.66,0.144708772030064,0.150145365364144
"169",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.67,0.138779524167762,0.14292956418369
"170",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.68,0.133142800908116,0.129476099716383
"171",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.69,0.127782749682324,0.111799589427673
"172",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.7,0.122684360136054,0.131589833278302
"173",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.71,0.117833432019443,0.124548063847095
"174",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.72,0.113216541644259,0.104133280653896
"175",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.73,0.108821007548621,0.0927813438673427
"176",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.74,0.104634855888051,0.106801565479668
"177",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.75,0.100646785968486,0.0972328309125775
"178",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.76,0.0968461362498724,0.0993237448900944
"179",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.77,0.0932228510760018,0.0819076692662536
"180",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.78,0.0897674483253665,0.0815572619657855
"181",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.79,0.0864709881272585,0.0963884562184532
"182",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.8,0.0833250427456857,0.0867583465181774
"183",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.81,0.0803216676995239,0.0851733143220075
"184",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.82,0.0774533741595564,0.0928698430861387
"185",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.83,0.0747131026406549,0.0756817935133899
"186",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.84,0.0720941979894712,0.0590202523731073
"187",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.85,0.0695903856539038,0.071952353310875
"188",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.86,0.0671957492096349,0.0755460574306672
"189",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.87,0.0649047091106741,0.0797481947299876
"190",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.88,0.0627120026246364,0.0546454907026065
"191",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.89,0.0606126649090343,0.0540234551330264
"192",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.9,0.0586020111818567,0.0546083541265561
"193",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.91,0.0566756199378691,0.0510057594427147
"194",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.92,0.0548293171611626,0.0514006420320579
"195",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.93,0.0530591614843237,0.0520846223445207
"196",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.94,0.0513614302450306,0.045547935614376
"197",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.95,0.0497326063917627,0.0609685403338312
"198",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.96,0.0481693661915519,0.0486913179152846
"199",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.97,0.0466685676941929,0.0462776933252786
"200",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.98,0.0452272399090094,0.0475252677545149
"201",2,5,1.10517134753982,3.19134704763269,0.364734601396846,0.99,0.0438425726520795,0.0440069177119749
"202",2,5,1.10517134753982,3.19134704763269,0.364734601396846,1,0.042511907023705,0.0419540678934945
"203",3,1,1.01088933174824,2.888883467971,0.26749555005222,0,1.01088933174824,1.17176271875332
"204",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.01,1.01081324312874,0.989111886387135
"205",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.02,1.01032601729267,0.888618604135537
"206",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.03,1.00907415228996,1.04875109047857
"207",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.04,1.00673172230122,0.971958547612968
"208",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.05,1.00299725290817,0.952003241523616
"209",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.06,0.99759727102354,0.896534287931485
"210",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.07,0.990292425356365,1.03363487007538
"211",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.08,0.980884688311021,0.963963165837956
"212",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.09,0.969224597255859,1.0205154690216
"213",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.1,0.955217620068034,0.933090934947227
"214",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.11,0.938828825505499,0.878998178596907
"215",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.12,0.920085185370547,1.04261777296227
"216",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.13,0.899075053754688,0.874970477071366
"217",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.14,0.875944648144246,0.963043037122963
"218",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.15,0.850891666032234,0.754553795723949
"219",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.16,0.82415646572888,0.786622754969269
"220",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.17,0.796011477564133,0.774856976038641
"221",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.18,0.766749657876883,0.737350839315056
"222",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.19,0.736672836817725,0.843040148642697
"223",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.2,0.706080745860112,0.70447520231224
"224",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.21,0.675261363254472,0.691956024964921
"225",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.22,0.644483017609149,0.586522658949013
"226",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.23,0.613988476329406,0.57080887402501
"227",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.24,0.583991047454714,0.645285299538836
"228",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.25,0.554672562174582,0.629059676901235
"229",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.26,0.526182992010799,0.596175695466655
"230",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.27,0.498641390681982,0.43433819269807
"231",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.28,0.472137830232894,0.579558742689062
"232",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.29,0.446736014281034,0.494553398991057
"233",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.3,0.422476287106945,0.42134904412618
"234",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.31,0.399378805467626,0.428491598691038
"235",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.32,0.377446692071883,0.342506564090983
"236",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.33,0.35666903963197,0.31963913866
"237",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.34,0.337023678592533,0.33868085587578
"238",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.35,0.318479658224823,0.282508607709613
"239",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.36,0.300999419342899,0.306773667264009
"240",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.37,0.28454065793841,0.323968647284223
"241",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.38,0.269057893534223,0.242630376692547
"242",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.39,0.254503765221254,0.236387298453496
"243",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.4,0.240830083368716,0.24195409800728
"244",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.41,0.227988666974508,0.205930000878708
"245",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.42,0.215931996470264,0.207812271431198
"246",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.43,0.204613710252462,0.223273929823436
"247",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.44,0.193988970841027,0.213739034840523
"248",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.45,0.184014723783032,0.191215380909688
"249",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.46,0.174649869510378,0.145129675680421
"250",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.47,0.165855365517954,0.164962214198577
"251",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.48,0.157594273570951,0.175300415647412
"252",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.49,0.149831764241401,0.162525123615041
"253",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.5,0.142535088942466,0.139841069538468
"254",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.51,0.135673527777412,0.103571116007606
"255",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.52,0.129218319935998,0.130008526965509
"256",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.53,0.123142582032748,0.130414528384942
"257",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.54,0.117421218663254,0.11796028349079
"258",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.55,0.112030828529195,0.113808287271198
"259",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.56,0.106949608723511,0.111666227946219
"260",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.57,0.102157259149414,0.0981854864644523
"261",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.58,0.0976348885481481,0.111300384928389
"262",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.59,0.0933649232110076,0.0978616806950479
"263",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.6,0.0893310191336894,0.0788921523160312
"264",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.61,0.0855179781211014,0.0981880158670844
"265",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.62,0.0819116681557064,0.0923963377143442
"266",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.63,0.0784989481919898,0.0852418595315829
"267",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.64,0.0752675974250154,0.0637383733699676
"268",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.65,0.0722062489951322,0.0682103258607786
"269",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.66,0.06930432802784,0.0738516786666118
"270",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.67,0.0665519938628253,0.0668436095775018
"271",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.68,0.0639400862953502,0.0662044528070337
"272",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.69,0.061460075633376,0.0785980698250173
"273",3,1,1.01088933174824,2.888883467971,0.26749555005222,0.7,0.059104016362497,0.0544596929103841
